Age,Height,Weight,Sex,Year,Season,City,Sport,Medal,AOS,AOE
12,196,97,M,2012,Summer,London,Diving,Thanks,1,1
26,177,82,M,1972,Summer,Mexico City,Cycling,Thanks,1,2
33,182,87,M,2012,Summer,Roma,Equestrianism,Thanks,1,1
29,164,61,M,2016,Summer,Munich,Cycling,Thanks,1,1
24,166,73,M,2000,Summer,Sydney,Boxing,Thanks,1,1
12,193,90,F,1972,Summer,Seoul,Synchronized Swimming,Thanks,1,2
26,174,66,M,1992,Summer,Berlin,Athletics,Thanks,1,1
24,170,60,M,2016,Summer,Atlanta,Athletics,Thanks,1,3
21,179,68,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
23,195,95,M,2012,Winter,Berlin,Athletics,Thanks,1,1
28,161,53,F,1980,Summer,Athina,Football,Thanks,1,1
23,178,80,M,2016,Summer,Berlin,Water Polo,Thanks,1,2
22,178,86,M,1972,Summer,Mexico City,Basketball,Thanks,1,2
25,176,82,M,2012,Summer,Athina,Cross Country Skiing,Thanks,1,1
22,174,60,M,2012,Summer,Berlin,Athletics,Thanks,1,1
26,170,56,M,2016,Summer,Rio de Janeiro,Football,Thanks,1,1
20,192,89,M,2012,Summer,Rio de Janeiro,Basketball,Thanks,1,1
37,184,90,M,1998,Summer,Salt Lake City,Cycling,Bronze,1,1
15,182,77,M,2008,Summer,Sydney,Athletics,Thanks,1,1
23,170,62,M,1912,Summer,Atlanta,Skeleton,Thanks,1,1
29,181,86,M,1998,Summer,Atlanta,Diving,Thanks,1,1
33,181,84,M,1908,Summer,Berlin,Football,Silver,1,1
26,177,75,M,1980,Summer,Montreal,Ice Hockey,Thanks,1,1
34,172,57,M,1948,Summer,Atlanta,Art Competitions,Thanks,1,6
17,184,90,M,2012,Summer,Sydney,Fencing,Thanks,1,2
24,165,55,M,1952,Summer,Athina,Athletics,Thanks,1,1
33,186,76,M,2016,Summer,Atlanta,Weightlifting,Thanks,1,1
35,169,74,M,1980,Summer,Berlin,Shooting,Thanks,1,1
14,184,64,F,1984,Summer,Sydney,Athletics,Thanks,1,1
21,178,62,M,2008,Summer,Seoul,Diving,Thanks,1,1
24,186,83,M,1948,Winter,Los Angeles,Alpine Skiing,Thanks,1,2
33,169,63,F,1980,Winter,Helsinki,Athletics,Thanks,1,2
28,153,44,F,1980,Summer,Albertville,Nordic Combined,Thanks,1,1
35,172,75,M,1992,Summer,London,Tennis,Thanks,1,1
23,173,64,F,2012,Summer,Berlin,Gymnastics,Thanks,1,1
33,174,64,M,1912,Summer,Atlanta,Handball,Thanks,1,1
28,182,85,M,1984,Summer,Athina,Weightlifting,Thanks,1,1
26,182,79,F,2008,Summer,Sydney,Fencing,Thanks,1,1
18,172,64,F,1976,Summer,Berlin,Athletics,Thanks,1,2
25,188,87,F,2012,Summer,Moskva,Alpine Skiing,Thanks,1,1
29,171,59,M,2008,Summer,Atlanta,Athletics,Thanks,1,1
18,175,75,F,2008,Summer,Paris,Fencing,Thanks,1,1
30,182,73,M,2004,Winter,Athina,Diving,Thanks,1,2
33,170,60,M,2012,Summer,Berlin,Equestrianism,Thanks,1,1
21,169,65,M,1948,Summer,Berlin,Athletics,Thanks,1,2
29,168,66,M,1948,Summer,Munich,Fencing,Thanks,1,1
17,180,80,M,2008,Summer,Sydney,Cycling,Thanks,1,1
27,184,75,M,1998,Summer,Atlanta,Equestrianism,Thanks,1,1
18,169,60,M,2008,Summer,Paris,Cross Country Skiing,Thanks,1,1
24,183,84,M,2004,Summer,Rio de Janeiro,Handball,Thanks,1,1
21,175,81,M,2012,Summer,Torino,Football,Thanks,1,1
30,182,71,M,1948,Summer,Helsinki,Athletics,Thanks,1,4
19,149,49,M,1992,Summer,Mexico City,Athletics,Thanks,1,1
27,185,79,M,1952,Summer,Atlanta,Athletics,Thanks,1,1
28,175,69,M,2012,Summer,Oslo,Equestrianism,Thanks,1,1
34,176,72,M,2008,Summer,Munich,Equestrianism,Thanks,1,2
25,168,59,M,1956,Summer,Berlin,Football,Thanks,1,1
28,185,78,M,1956,Summer,Atlanta,Handball,Thanks,1,1
26,178,65,M,2012,Summer,London,Equestrianism,Thanks,1,1
24,177,82,F,1972,Summer,Munich,Athletics,Thanks,1,2
31,182,102,M,1948,Summer,Los Angeles,Equestrianism,Thanks,1,2
37,180,73,M,1996,Summer,Atlanta,Equestrianism,Thanks,1,3
28,172,55,F,1998,Summer,Helsinki,Athletics,Thanks,1,2
21,171,71,M,1992,Summer,Atlanta,Handball,Thanks,1,1
27,173,72,M,2012,Summer,Beijing,Athletics,Thanks,1,1
29,171,63,M,1920,Summer,Atlanta,Athletics,Thanks,1,2
27,181,76,M,1912,Summer,Berlin,Athletics,Thanks,1,1
23,182,77,F,2012,Summer,Rio de Janeiro,Fencing,Thanks,1,1
23,170,60,F,1992,Summer,Helsinki,Athletics,Thanks,1,2
27,177,73,M,1972,Summer,Los Angeles,Art Competitions,Thanks,1,1
35,174,68,M,1952,Summer,Salt Lake City,Athletics,Thanks,1,1
40,176,75,F,1998,Winter,Moskva,Equestrianism,Thanks,1,2
33,173,73,M,2014,Summer,Berlin,Shooting,Thanks,1,3
13,171,74,M,2004,Summer,Seoul,Boxing,Thanks,1,1
24,159,57,M,1992,Summer,Mexico City,Athletics,Thanks,1,2
18,171,65,M,2000,Summer,Sydney,Diving,Thanks,1,1
25,172,66,M,2008,Summer,Roma,Athletics,Thanks,1,2
23,172,74,M,2000,Summer,Montreal,Athletics,Thanks,1,2
24,178,72,F,1972,Summer,Atlanta,Diving,Thanks,1,2
27,179,83,M,1968,Summer,Mexico City,Wrestling,Thanks,1,2
30,177,68,M,1984,Summer,Atlanta,Swimming,Thanks,1,1
27,173,65,M,1984,Summer,Mexico City,Athletics,Thanks,1,1
15,165,52,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
25,180,74,M,2008,Summer,Moskva,Athletics,Thanks,1,1
35,188,71,M,2000,Summer,Atlanta,Synchronized Swimming,Thanks,1,3
33,174,68,M,1992,Summer,Barcelona,Nordic Combined,Thanks,1,1
27,169,63,M,2008,Summer,Athina,Wrestling,Thanks,1,1
29,188,94,M,2016,Summer,Atlanta,Figure Skating,Thanks,1,1
21,174,68,M,1920,Summer,Moskva,Athletics,Thanks,1,1
20,167,83,M,1908,Summer,Athina,Handball,Thanks,1,2
31,173,81,M,2008,Summer,Mexico City,Wrestling,Thanks,1,1
38,179,74,F,2016,Summer,Atlanta,Athletics,Thanks,1,1
23,169,67,F,2008,Summer,Beijing,Diving,Thanks,1,1
18,157,37,M,1992,Summer,Berlin,Athletics,Thanks,1,1
31,179,80,M,1988,Winter,Montreal,Equestrianism,Thanks,1,1
20,175,56,M,2016,Summer,Atlanta,Athletics,Thanks,1,1
22,170,61,F,2016,Summer,Rio de Janeiro,Weightlifting,Thanks,1,1
26,186,95,M,1998,Summer,Seoul,Hockey,Thanks,1,1
14,173,75,F,2004,Summer,Athina,Boxing,Thanks,1,1
29,177,59,F,2016,Summer,Atlanta,Athletics,Thanks,1,1
20,178,79,M,1956,Summer,Athina,Handball,Thanks,1,1
35,178,79,M,1988,Winter,Sydney,Sailing,Thanks,1,2
27,178,73,M,2002,Winter,Rio de Janeiro,Biathlon,Thanks,1,1
29,175,81,F,2004,Winter,Sydney,Ski Jumping,Thanks,1,2
13,170,59,M,1992,Summer,Athina,Athletics,Thanks,1,1
27,184,81,M,2004,Summer,Atlanta,Diving,Thanks,1,1
27,172,63,M,1948,Summer,Athina,Athletics,Thanks,1,1
22,178,72,M,1956,Summer,Seoul,Athletics,Thanks,1,1
38,179,83,M,1996,Summer,Atlanta,Equestrianism,Thanks,1,3
31,183,69,F,2016,Summer,Atlanta,Athletics,Thanks,1,2
31,174,67,M,2016,Summer,Berlin,Athletics,Thanks,1,1
25,164,43,M,1984,Summer,Berlin,Athletics,Thanks,1,1
41,179,87,M,1998,Summer,Tokyo,Cycling,Thanks,1,1
23,165,60,M,1956,Summer,Mexico City,Hockey,Thanks,1,2
24,184,81,M,1948,Summer,Atlanta,Triathlon,Thanks,1,1
31,177,69,F,2016,Summer,Atlanta,Diving,Thanks,1,1
23,166,61,M,2012,Summer,Helsinki,Boxing,Thanks,1,1
34,192,90,M,1988,Summer,Rio de Janeiro,Triathlon,Bronze,1,1
24,173,67,F,1980,Summer,Sydney,Athletics,Thanks,1,2
20,169,65,M,1988,Summer,Seoul,Athletics,Thanks,1,1
21,168,67,M,1976,Summer,Mexico City,Wrestling,Thanks,1,2
24,183,84,M,1972,Summer,Atlanta,Weightlifting,Thanks,1,1
19,166,59,M,1956,Summer,Chamonix,Athletics,Thanks,1,2
38,187,97,M,1998,Summer,Los Angeles,Equestrianism,Thanks,1,1
30,169,59,M,1980,Summer,Moskva,Athletics,Thanks,1,1
20,184,85,M,1984,Summer,Atlanta,Diving,Thanks,1,1
30,179,77,M,2008,Summer,Atlanta,Wrestling,Thanks,1,1
27,169,71,M,2012,Summer,London,Triathlon,Thanks,1,1
13,184,75,F,1972,Summer,Amsterdam,Diving,Thanks,1,2
28,174,74,F,2016,Summer,Atlanta,Wrestling,Thanks,1,1
23,189,85,M,1972,Summer,Sydney,Synchronized Swimming,Thanks,1,1
9,180,76,F,2008,Summer,Sydney,Diving,Thanks,1,1
34,190,89,M,1964,Summer,London,Synchronized Swimming,Thanks,1,1
17,184,84,F,1904,Summer,Sydney,Alpine Skiing,Silver,1,1
33,172,79,M,1996,Summer,Rio de Janeiro,Diving,Thanks,1,1
25,182,79,M,2008,Summer,Atlanta,Biathlon,Thanks,1,1
24,178,66,M,1960,Summer,Calgary,Athletics,Thanks,1,1
21,185,86,M,2012,Summer,London,Equestrianism,Thanks,1,1
25,181,80,M,2012,Summer,London,Athletics,Thanks,1,2
22,183,83,F,2016,Summer,Rio de Janeiro,Diving,Thanks,1,1
31,179,86,M,1972,Summer,Moskva,Football,Thanks,1,2
26,198,97,M,1998,Winter,London,Triathlon,Bronze,1,1
29,159,45,M,1992,Summer,Sapporo,Rowing,Thanks,1,1
29,178,61,M,1948,Summer,Paris,Athletics,Thanks,1,1
26,178,65,M,1996,Summer,Garmisch-Partenkirchen,Luge,Thanks,1,1
15,180,70,M,2012,Summer,Rio de Janeiro,Athletics,Thanks,1,1
37,189,91,M,1948,Summer,Atlanta,Triathlon,Bronze,1,5
24,171,72,F,1984,Summer,Beijing,Cycling,Thanks,1,1
23,170,57,F,1992,Summer,Helsinki,Athletics,Thanks,1,1
27,183,77,M,1988,Summer,Paris,Triathlon,Thanks,1,1
24,180,75,M,2012,Summer,Mexico City,Weightlifting,Thanks,1,1
38,170,61,M,1964,Summer,Barcelona,Swimming,Thanks,1,2
12,171,75,M,1972,Summer,Sydney,Hockey,Thanks,1,2
22,180,77,M,1984,Summer,Athina,Handball,Thanks,1,2
26,165,57,M,1980,Summer,Rio de Janeiro,Cross Country Skiing,Thanks,1,1
25,184,77,M,1996,Summer,Atlanta,Ice Hockey,Thanks,1,1
15,176,77,M,2008,Summer,Paris,Cycling,Thanks,1,1
30,183,88,M,2000,Summer,Sydney,Wrestling,Thanks,1,2
32,179,75,F,1968,Winter,Athina,Ski Jumping,Thanks,1,2
22,161,58,M,1984,Summer,Athina,Athletics,Thanks,1,1
34,174,75,F,1998,Winter,Tokyo,Equestrianism,Thanks,1,2
32,178,73,M,1972,Summer,Salt Lake City,Equestrianism,Thanks,1,2
29,167,62,F,2012,Summer,Sydney,Softball,Thanks,1,1
26,170,66,M,1952,Summer,Mexico City,Swimming,Thanks,1,2
33,160,44,M,2014,Summer,Sapporo,Nordic Combined,Thanks,1,1
23,165,51,M,2008,Summer,Helsinki,Athletics,Thanks,1,1
28,189,84,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
32,170,78,M,1988,Summer,Mexico City,Wrestling,Thanks,1,1
23,182,77,F,2016,Summer,Rio de Janeiro,Diving,Thanks,1,1
33,180,64,M,1996,Summer,Atlanta,Equestrianism,Gold,1,1
24,181,89,M,2012,Summer,Mexico City,Wrestling,Thanks,1,1
25,168,54,F,1992,Summer,Helsinki,Shooting,Thanks,1,1
23,185,78,M,2004,Summer,Sydney,Handball,Thanks,1,1
30,186,82,M,2016,Summer,Atlanta,Rowing,Thanks,1,1
39,173,75,M,1952,Summer,Innsbruck,Ice Hockey,Thanks,1,1
28,164,47,M,2014,Summer,Moskva,Athletics,Thanks,1,1
26,171,58,F,1924,Summer,Athina,Athletics,Thanks,1,1
21,173,74,M,1960,Winter,Mexico City,Cross Country Skiing,Thanks,1,1
27,168,62,M,1956,Summer,Grenoble,Diving,Thanks,1,3
35,193,103,M,1998,Winter,London,Equestrianism,Gold,1,2
25,180,87,M,2012,Summer,Torino,Boxing,Thanks,1,1
26,174,78,M,2008,Summer,Atlanta,Shooting,Thanks,1,1
28,180,72,M,1998,Summer,Atlanta,Rowing,Thanks,1,1
18,170,75,F,1908,Summer,Athina,Water Polo,Thanks,1,1
22,178,67,F,2016,Summer,Moskva,Athletics,Thanks,1,1
32,171,70,M,1984,Winter,Berlin,Equestrianism,Thanks,1,1
27,194,110,M,1972,Summer,Atlanta,Diving,Thanks,1,2
26,175,69,F,2004,Summer,Sydney,Swimming,Thanks,1,2
30,181,64,F,2016,Winter,Rio de Janeiro,Athletics,Thanks,1,1
23,178,72,M,1972,Summer,Moskva,Athletics,Thanks,1,1
36,168,51,M,1998,Summer,Berlin,Equestrianism,Thanks,1,1
31,190,78,M,2016,Summer,Atlanta,Diving,Thanks,1,1
23,193,100,F,2012,Summer,London,Ice Hockey,Thanks,1,1
28,188,85,M,1998,Summer,Atlanta,Diving,Thanks,1,2
26,176,78,M,1960,Summer,Atlanta,Cycling,Thanks,1,1
27,190,90,F,1948,Summer,Atlanta,Fencing,Thanks,1,1
23,179,66,M,2012,Summer,Rio de Janeiro,Athletics,Thanks,1,1
17,180,92,M,1972,Summer,Seoul,Wrestling,Thanks,1,1
26,185,93,M,2008,Summer,Mexico City,Cycling,Thanks,1,1
18,181,76,M,1960,Summer,Mexico City,Wrestling,Thanks,1,1
30,184,83,M,1996,Summer,Atlanta,Canoeing,Bronze,1,5
25,179,71,M,2004,Summer,Atlanta,Football,Thanks,1,1
23,184,78,F,2016,Summer,Rio de Janeiro,Diving,Thanks,1,1
38,194,97,M,1998,Winter,Atlanta,Synchronized Swimming,Thanks,1,2
33,166,61,M,2008,Summer,Lake Placid,Swimming,Thanks,1,2
32,181,78,M,1912,Summer,Seoul,Synchronized Swimming,Thanks,1,1
20,163,39,M,1992,Summer,Athina,Athletics,Thanks,1,1
27,189,86,M,1998,Summer,Atlanta,Rowing,Thanks,1,1
29,190,92,M,1984,Summer,Seoul,Luge,Thanks,1,1
29,179,89,M,1960,Summer,Mexico City,Ice Hockey,Thanks,1,1
18,179,74,F,2004,Summer,Sydney,Wrestling,Thanks,1,2
15,190,104,M,1988,Summer,Seoul,Wrestling,Thanks,1,1
34,162,54,M,1996,Summer,Atlanta,Football,Thanks,1,3
28,157,73,F,2004,Summer,Athina,Boxing,Thanks,1,2
41,185,74,M,1996,Summer,Rio de Janeiro,Athletics,Silver,1,1
30,185,84,M,1968,Winter,Rio de Janeiro,Wrestling,Thanks,1,1
28,189,100,M,1984,Summer,Mexico City,Wrestling,Thanks,1,2
25,167,58,M,1976,Summer,Helsinki,Swimming,Thanks,1,2
27,178,66,F,2000,Summer,Seoul,Athletics,Thanks,1,1
22,179,78,M,2008,Summer,Montreal,Equestrianism,Thanks,1,1
15,183,75,M,1956,Summer,Stockholm,Hockey,Thanks,1,1
26,174,68,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
23,178,66,F,1996,Summer,Atlanta,Swimming,Thanks,1,1
31,171,83,M,2004,Summer,Athina,Shooting,Thanks,1,2
27,167,76,M,1980,Summer,Mexico City,Ice Hockey,Thanks,1,2
25,178,60,M,1998,Summer,Atlanta,Rowing,Thanks,1,1
28,171,73,M,1984,Summer,Mexico City,Shooting,Thanks,1,1
23,170,68,M,1988,Summer,Los Angeles,Athletics,Thanks,1,2
25,171,70,M,1980,Summer,Los Angeles,Fencing,Thanks,1,2
19,172,72,F,2008,Summer,Paris,Fencing,Thanks,1,1
29,181,84,M,2008,Summer,London,Wrestling,Thanks,1,2
24,175,79,M,2008,Summer,Athina,Athletics,Thanks,1,1
25,172,53,M,2012,Summer,Torino,Athletics,Thanks,1,1
28,164,57,M,1972,Summer,Berlin,Swimming,Thanks,1,3
34,179,80,F,2016,Summer,Atlanta,Diving,Thanks,1,1
12,190,86,M,1972,Summer,Paris,Basketball,Thanks,1,1
28,181,86,M,2008,Summer,Atlanta,Swimming,Thanks,1,3
15,190,98,M,1998,Summer,Roma,Football,Thanks,1,1
22,190,90,F,2008,Summer,Beijing,Ski Jumping,Thanks,1,2
21,177,83,M,2012,Summer,Atlanta,Hockey,Thanks,1,1
23,169,68,F,2012,Summer,Albertville,Hockey,Thanks,1,1
23,173,71,F,1980,Summer,Sydney,Football,Thanks,1,1
31,171,81,M,1964,Summer,Munich,Wrestling,Thanks,1,1
27,171,59,M,1992,Summer,Seoul,Equestrianism,Thanks,1,1
27,182,84,M,1964,Summer,Montreal,Wrestling,Thanks,1,2
25,171,64,F,2000,Summer,Sydney,Diving,Thanks,1,1
28,178,76,M,1996,Summer,Atlanta,Football,Thanks,1,1
21,178,68,M,1972,Summer,Los Angeles,Cycling,Thanks,1,1
22,176,69,M,1972,Summer,Los Angeles,Athletics,Thanks,1,1
29,179,77,M,2012,Summer,London,Athletics,Thanks,1,1
15,173,66,F,2008,Summer,Sydney,Athletics,Thanks,1,1
21,178,71,F,2012,Summer,Berlin,Athletics,Thanks,1,1
19,165,54,F,2008,Summer,Rio de Janeiro,Biathlon,Thanks,1,1
27,175,63,M,1996,Summer,Rio de Janeiro,Football,Thanks,1,1
33,187,80,F,2016,Summer,Beijing,Sailing,Thanks,1,6
26,170,56,M,1956,Summer,Rio de Janeiro,Athletics,Thanks,1,1
25,185,81,M,1984,Summer,Montreal,Equestrianism,Thanks,1,2
28,170,66,M,2008,Summer,Sydney,Shooting,Thanks,1,1
19,169,55,M,1920,Summer,Seoul,Athletics,Thanks,1,1
20,176,72,F,1992,Summer,Beijing,Ski Jumping,Thanks,1,2
19,182,81,M,1998,Winter,Rio de Janeiro,Football,Silver,1,1
30,184,76,M,1996,Summer,Atlanta,Handball,Thanks,1,3
29,191,79,M,2016,Winter,Atlanta,Athletics,Thanks,1,3
17,182,79,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
30,172,69,M,2002,Summer,Seoul,Cycling,Thanks,1,1
27,177,77,M,1988,Summer,Seoul,Boxing,Thanks,1,1
22,177,72,M,1972,Summer,Berlin,Swimming,Thanks,1,1
24,182,72,M,2000,Summer,Atlanta,Athletics,Thanks,1,1
22,174,62,M,2000,Summer,Sydney,Sailing,Bronze,1,1
30,170,70,M,1998,Winter,Mexico City,Equestrianism,Thanks,1,3
32,181,79,M,2016,Summer,Atlanta,Athletics,Thanks,1,1
28,184,78,M,2012,Summer,Atlanta,Fencing,Thanks,1,1
20,154,61,M,2008,Summer,Mexico City,Swimming,Thanks,1,2
31,182,78,M,1992,Summer,Seoul,Cycling,Thanks,1,1
27,190,94,M,1972,Summer,Rio de Janeiro,Triathlon,Thanks,1,2
30,178,84,M,1998,Summer,Mexico City,Equestrianism,Thanks,1,1
30,178,80,M,2012,Summer,London,Equestrianism,Silver,1,2
25,172,76,M,2008,Summer,Sydney,Swimming,Thanks,1,2
34,169,65,M,1952,Summer,Stockholm,Athletics,Thanks,1,2
26,161,64,M,2008,Summer,Beijing,Diving,Thanks,1,1
37,180,73,F,1992,Summer,London,Athletics,Thanks,1,1
24,161,58,F,2012,Summer,Barcelona,Swimming,Thanks,1,1
32,163,64,M,1968,Summer,Nagano,Boxing,Thanks,1,1
23,172,75,M,2000,Summer,Athina,Boxing,Thanks,1,1
35,183,83,M,1988,Summer,Seoul,Sailing,Thanks,1,1
30,185,80,F,1996,Summer,Amsterdam,Canoeing,Thanks,1,1
28,182,86,M,1996,Summer,Atlanta,Fencing,Thanks,1,1
30,156,48,M,1980,Summer,Berlin,Athletics,Thanks,1,2
33,187,90,F,2016,Summer,Rio de Janeiro,Bobsleigh,Thanks,1,2
37,176,75,M,1928,Summer,Helsinki,Athletics,Thanks,1,3
25,185,88,M,1972,Summer,Beijing,Synchronized Swimming,Thanks,1,1
27,154,49,F,2010,Summer,Vancouver,Hockey,Thanks,1,1
31,171,61,F,1980,Summer,Beijing,Tennis,Thanks,1,1
34,178,74,M,1928,Summer,Albertville,Rowing,Thanks,1,1
25,165,63,F,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,1
16,169,65,F,2012,Summer,Munich,Fencing,Thanks,1,1
22,193,85,M,1996,Summer,Garmisch-Partenkirchen,Basketball,Silver,1,1
22,171,65,F,1996,Summer,Roma,Athletics,Thanks,1,1
24,185,98,M,1968,Summer,Grenoble,Biathlon,Thanks,1,1
31,176,77,M,1992,Summer,Stockholm,Cycling,Thanks,1,1
21,185,80,M,1996,Summer,Atlanta,Golf,Thanks,1,1
33,167,67,M,1996,Summer,Barcelona,Boxing,Thanks,1,1
34,193,90,M,1996,Summer,Sydney,Athletics,Thanks,1,1
20,164,75,M,2012,Summer,Montreal,Boxing,Thanks,1,1
28,173,75,M,1988,Summer,London,Athletics,Thanks,1,2
30,162,68,M,1968,Summer,Barcelona,Hockey,Thanks,1,2
35,180,87,F,1980,Summer,Helsinki,Weightlifting,Thanks,1,1
24,193,92,F,2016,Summer,Innsbruck,Sailing,Bronze,1,1
36,181,80,M,2008,Summer,Beijing,Athletics,Thanks,1,2
18,183,78,F,2012,Winter,Rio de Janeiro,Hockey,Thanks,1,1
20,178,63,F,2004,Summer,Rio de Janeiro,Athletics,Thanks,1,3
35,177,64,F,1996,Winter,Squaw Valley,Rowing,Thanks,1,1
26,178,83,M,1984,Summer,Barcelona,Athletics,Thanks,1,1
20,171,66,M,1968,Summer,Rio de Janeiro,Athletics,Thanks,1,1
28,174,77,M,2004,Summer,Beijing,Football,Thanks,1,1
31,180,74,M,1996,Summer,Munich,Water Polo,Thanks,1,3
36,176,67,M,1976,Summer,Beijing,Gymnastics,Thanks,1,1
24,182,77,M,1988,Summer,Los Angeles,Basketball,Thanks,1,2
26,181,91,M,2012,Summer,Sydney,Athletics,Thanks,1,2
19,180,68,F,2002,Summer,Rio de Janeiro,Athletics,Thanks,1,1
29,175,77,M,1972,Summer,Barcelona,Cycling,Thanks,1,2
23,169,66,F,2012,Summer,London,Archery,Thanks,1,1
35,184,87,M,1996,Summer,Atlanta,Equestrianism,Thanks,1,1
34,183,67,F,1984,Summer,Sapporo,Athletics,Thanks,1,2
21,185,68,M,2012,Summer,Roma,Athletics,Thanks,1,1
31,177,70,M,1920,Summer,Beijing,Athletics,Thanks,1,1
17,176,71,M,2004,Summer,Sydney,Basketball,Thanks,1,1
22,173,78,M,1928,Summer,Mexico City,Boxing,Thanks,1,1
18,170,77,M,2004,Summer,Seoul,Handball,Thanks,1,1
30,179,79,M,1968,Summer,Torino,Football,Thanks,1,1
25,173,75,M,1988,Summer,Seoul,Boxing,Thanks,1,1
26,168,58,F,1996,Summer,Roma,Swimming,Thanks,1,6
21,177,67,F,1992,Summer,Los Angeles,Athletics,Thanks,1,1
22,158,63,M,1980,Summer,Los Angeles,Hockey,Thanks,1,2
33,173,65,M,1996,Summer,Berlin,Athletics,Thanks,1,1
32,167,69,M,2008,Summer,Sapporo,Gymnastics,Thanks,1,2
29,166,69,F,1980,Summer,Albertville,Equestrianism,Thanks,1,1
22,180,81,M,2012,Summer,Los Angeles,Athletics,Thanks,1,1
36,184,78,F,1996,Summer,Beijing,Synchronized Swimming,Thanks,1,1
27,176,67,M,1988,Summer,Moskva,Athletics,Thanks,1,1
23,188,91,M,1996,Summer,Rio de Janeiro,Shooting,Thanks,1,1
26,167,77,M,1928,Summer,Albertville,Football,Thanks,1,2
15,175,70,F,2002,Summer,Barcelona,Athletics,Thanks,1,2
26,173,67,F,2012,Summer,Tokyo,Triathlon,Thanks,1,1
16,171,70,F,2004,Summer,Sydney,Boxing,Thanks,1,1
15,166,69,F,1972,Summer,Beijing,Hockey,Thanks,1,2
29,190,92,F,1984,Summer,Sydney,Rowing,Thanks,1,2
28,167,67,M,1964,Summer,Vancouver,Shooting,Thanks,1,1
27,181,81,F,1928,Summer,Albertville,Athletics,Thanks,1,1
15,182,74,M,1984,Summer,Roma,Ice Hockey,Thanks,1,2
32,184,87,M,1968,Summer,Sydney,Basketball,Thanks,1,1
22,181,74,F,2012,Summer,Sydney,Athletics,Thanks,1,1
23,172,70,M,1956,Summer,Barcelona,Athletics,Thanks,1,1
28,190,89,F,1996,Summer,Rio de Janeiro,Water Polo,Bronze,1,1
34,178,79,M,1968,Summer,Helsinki,Gymnastics,Thanks,1,1
34,185,97,M,1988,Summer,Los Angeles,Boxing,Thanks,1,1
25,186,104,M,2012,Summer,Sydney,Handball,Thanks,1,2
23,181,79,M,1976,Summer,Roma,Athletics,Thanks,1,1
23,170,78,M,1968,Summer,Grenoble,Boxing,Thanks,1,2
30,166,65,M,1968,Summer,Barcelona,Athletics,Thanks,1,1
14,168,61,M,1948,Summer,Los Angeles,Athletics,Thanks,1,2
30,182,84,F,1948,Summer,Rio de Janeiro,Fencing,Thanks,1,1
32,178,70,F,1996,Summer,Atlanta,Taekwondo,Thanks,1,1
25,180,80,M,1968,Summer,Sydney,Sailing,Thanks,1,1
20,170,61,M,2012,Summer,Moskva,Athletics,Thanks,1,1
23,163,54,M,1980,Summer,Berlin,Athletics,Thanks,1,2
39,198,98,M,1996,Winter,Nagano,Equestrianism,Silver,1,3
32,171,78,M,2012,Summer,Berlin,Shooting,Thanks,1,1
29,190,92,M,1984,Winter,Moskva,Basketball,Thanks,1,2
33,164,67,F,1928,Summer,Barcelona,Softball,Thanks,1,3
29,183,91,M,1968,Summer,London,Wrestling,Thanks,1,1
27,172,72,M,2012,Summer,Sydney,Wrestling,Thanks,1,1
27,174,68,F,1988,Summer,Sydney,Sailing,Thanks,1,1
30,161,44,F,1996,Summer,Moskva,Athletics,Thanks,1,3
29,183,80,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
26,187,88,M,1988,Summer,Stockholm,Handball,Thanks,1,1
22,185,85,M,1968,Summer,Stockholm,Athletics,Thanks,1,1
21,173,67,F,2004,Summer,Montreal,Swimming,Thanks,1,2
36,184,92,M,1968,Summer,Nagano,Football,Thanks,1,1
34,169,79,F,1992,Summer,Cortina d'Ampezzo,Handball,Thanks,1,2
28,173,68,M,2000,Summer,Berlin,Athletics,Thanks,1,1
21,181,76,F,2004,Summer,Beijing,Athletics,Thanks,1,2
26,182,83,M,2012,Summer,Antwerpen,Equestrianism,Thanks,1,2
37,181,81,M,1968,Summer,Sydney,Rowing,Thanks,1,1
24,177,77,F,2008,Summer,Beijing,Handball,Thanks,1,2
16,160,59,M,1984,Summer,Los Angeles,Lacrosse,Thanks,1,1
34,177,75,M,1996,Summer,Helsinki,Sailing,Thanks,1,1
28,168,71,M,1984,Summer,Los Angeles,Football,Thanks,1,1
16,178,75,F,2008,Summer,Sydney,Hockey,Thanks,1,2
30,175,79,M,2004,Summer,Los Angeles,Fencing,Thanks,1,1
30,192,92,M,2012,Summer,Tokyo,Fencing,Thanks,1,1
19,174,77,M,2012,Summer,Rio de Janeiro,Athletics,Thanks,1,1
28,170,65,M,2000,Summer,Sydney,Athletics,Thanks,1,1
35,186,85,M,1928,Summer,Rio de Janeiro,Football,Thanks,1,1
43,175,65,M,1988,Summer,Helsinki,Bobsleigh,Thanks,1,1
19,155,56,F,2010,Summer,Moskva,Hockey,Thanks,1,1
24,186,86,M,1988,Summer,Seoul,Football,Thanks,1,1
