age,workclass,education,edu-num,marital-status,occupation,relationship,race,sex,income
46, Private, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
60, Private, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female, <=50K
46, Private, Bachelors,10, Divorced, Exec-managerial, Husband, White, Female, >50K
28, ?, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
44, Private, HS-grad,14, Never-married, Sales, Not-in-family, Black, Male, <=50K
53, Private, Some-college,10, Divorced, Transport-moving, Unmarried, White, Female, <=50K
45, Local-gov, Assoc-acdm,14, Divorced, Exec-managerial, Unmarried, White, Female, <=50K
34, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female, <=50K
50, Private, Some-college,9, Widowed, Transport-moving, Not-in-family, White, Female, <=50K
65, Local-gov, HS-grad,7, Married-civ-spouse, ?, Husband, White, Male, >50K
30, Private, HS-grad,7, Married-civ-spouse, Farming-fishing, Husband, White, Male, >50K
46, Private, Masters,7, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
55, Local-gov, HS-grad,7, Married-civ-spouse, Farming-fishing, Husband, White, Male, >50K
37, Private, Masters,13, Married-civ-spouse, Other-service, Own-child, White, Female, <=50K
50, Private, 5th-6th,8, Married-civ-spouse, Farming-fishing, Husband, Black, Male, >50K
46, Private, 7th-8th,9, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
25, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, Black, Female, <=50K
-4, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male, <=50K
36, Private, Some-college,13, Never-married, Other-service, Own-child, White, Female, <=50K
37, Private, HS-grad,7, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
19, Private, Assoc-acdm,10, Never-married, Other-service, Own-child, Black, Female, <=50K
39, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male, >50K
61, Local-gov, HS-grad,7, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
52, Private, Some-college,10, Never-married, Transport-moving, Unmarried, Black, Male, <=50K
54, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
53, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male, <=50K
56, Private, HS-grad,7, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
45, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
49, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
30, Private, 5th-6th,9, Divorced, Exec-managerial, Not-in-family, White, Male, <=50K
65, Private, HS-grad,9, Widowed, Transport-moving, Husband, White, Male, <=50K
38, Private, 5th-6th,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
45, Private, Masters,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
54, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
9, Private, Masters,10, Divorced, ?, Own-child, White, Male, <=50K
53, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female, <=50K
21, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male, <=50K
32, Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female, <=50K
67, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
27, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male, <=50K
30, Local-gov, Some-college,10, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, <=50K
57, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male, >50K
52, Private, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
40, ?, HS-grad,9, Separated, Other-service, Own-child, White, Female, <=50K
50, Private, 5th-6th,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
31, ?, Masters,14, Never-married, ?, Own-child, White, Male, <=50K
48, Private, Some-college,10, Never-married, Sales, Husband, White, Male, <=50K
53, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
47, Local-gov, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female, <=50K
21, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male, <=50K
26, Private, HS-grad,9, Married-civ-spouse, Other-service, Own-child, White, Male, >50K
12, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, <=50K
55, ?, Some-college,10, Widowed, Adm-clerical, Own-child, White, Female, >50K
40, ?, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female, >50K
48, Local-gov, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
23, Private, Assoc-voc,10, Never-married, Exec-managerial, Husband, White, Male, <=50K
56, ?, 5th-6th,7, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
27, Private, Masters,9, Divorced, Prof-specialty, Own-child, White, Female, <=50K
42, Private, HS-grad,7, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
60, ?, Some-college,10, Divorced, ?, Not-in-family, White, Female, <=50K
79, Self-emp-not-inc, 9th,9, Married-civ-spouse, Sales, Not-in-family, White, Male, >50K
36, Private, Some-college,13, Married-civ-spouse, Sales, Husband, White, Male, <=50K
43, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
46, ?, Bachelors,8, Married-civ-spouse, ?, Husband, Black, Male, >50K
20, Private, Some-college,10, Never-married, Sales, Husband, White, Male, <=50K
38, Private, 5th-6th,14, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
50, Private, Assoc-acdm,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male, <=50K
61, Private, HS-grad,14, Married-civ-spouse, Adm-clerical, Husband, Black, Male, <=50K
26, ?, HS-grad,9, Divorced, Sales, Own-child, White, Female, <=50K
45, Private, HS-grad,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
46, Private, HS-grad,9, Married-civ-spouse, ?, Husband, White, Female, >50K
62, Local-gov, Masters,7, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
-1, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male, <=50K
42, Self-emp-inc, HS-grad,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Female, >50K
36, Private, Assoc-acdm,3, Divorced, Adm-clerical, Not-in-family, White, Male, <=50K
28, Local-gov, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female, <=50K
62, Local-gov, 5th-6th,14, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
52, Private, 5th-6th,7, Married-civ-spouse, Farming-fishing, Husband, Black, Male, >50K
35, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Female, >50K
62, ?, 10th,8, Never-married, ?, Unmarried, Black, Female, <=50K
23, Private, Assoc-acdm,13, Never-married, Prof-specialty, Husband, White, Male, <=50K
28, Private, Bachelors,13, Never-married, Craft-repair, Husband, White, Male, <=50K
44, Private, HS-grad,10, Married-civ-spouse, Other-service, Husband, White, Male, >50K
25, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female, <=50K
41, ?, Bachelors,13, Never-married, Other-service, Own-child, White, Female, >50K
64, Private, 9th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
27, Private, Masters,12, Divorced, ?, Not-in-family, White, Male, <=50K
36, Private, Assoc-voc,11, Divorced, Adm-clerical, Husband, White, Male, >50K
6, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male, <=50K
25, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
35, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
41, Private, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female, <=50K
44, Private, Assoc-voc,14, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
34, Private, Bachelors,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
41, Local-gov, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
12, Private, Assoc-acdm,9, Never-married, Adm-clerical, Own-child, White, Male, <=50K
33, Local-gov, Masters,14, Divorced, Prof-specialty, Own-child, White, Male, <=50K
25, Private, Assoc-acdm,14, Never-married, Other-service, Not-in-family, Black, Female, <=50K
61, Self-emp-not-inc, HS-grad,14, Divorced, Other-service, Not-in-family, White, Female, <=50K
78, Private, Some-college,8, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
42, Local-gov, HS-grad,9, Married-civ-spouse, ?, Unmarried, White, Female, <=50K
65, Private, 10th,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male, >50K
83, ?, 9th,8, Married-civ-spouse, ?, Husband, White, Male, >50K
28, Private, Assoc-acdm,9, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
17, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female, <=50K
38, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
46, ?, Some-college,10, Divorced, Sales, Unmarried, Black, Female, <=50K
28, Private, Some-college,10, Never-married, Craft-repair, Husband, Black, Male, <=50K
42, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
24, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, <=50K
28, Local-gov, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female, <=50K
27, ?, Some-college,10, Never-married, Transport-moving, Own-child, Black, Female, <=50K
43, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male, <=50K
69, ?, Masters,12, Married-civ-spouse, ?, Husband, Black, Male, <=50K
44, Private, 5th-6th,8, Married-civ-spouse, Adm-clerical, Husband, Black, Male, <=50K
20, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male, <=50K
38, Private, Bachelors,9, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, <=50K
31, Private, Masters,10, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
11, Private, HS-grad,9, Never-married, Sales, Husband, White, Male, <=50K
60, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
43, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
18, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, <=50K
45, Private, HS-grad,7, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
72, Private, Masters,3, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
59, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male, >50K
16, Private, Some-college,10, Never-married, Farming-fishing, Husband, White, Male, <=50K
39, Local-gov, HS-grad,9, Divorced, Exec-managerial, Husband, White, Female, <=50K
65, Private, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male, >50K
50, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male, >50K
9, Local-gov, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female, <=50K
31, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, <=50K
48, Private, Assoc-voc,3, Married-civ-spouse, Farming-fishing, Husband, White, Male, >50K
43, Private, HS-grad,7, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
47, Private, 5th-6th,9, Married-civ-spouse, Farming-fishing, Husband, White, Male, >50K
35, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female, >50K
64, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, >50K
9, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
15, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female, <=50K
34, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male, <=50K
64, Local-gov, HS-grad,7, Married-civ-spouse, Exec-managerial, Husband, White, Female, >50K
39, Local-gov, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Female, <=50K
61, ?, Bachelors,13, Married-civ-spouse, ?, Not-in-family, White, Female, >50K
38, Self-emp-not-inc, Some-college,10, Never-married, Sales, Not-in-family, White, Female, <=50K
20, Private, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, <=50K
54, Private, Some-college,10, Never-married, Transport-moving, Unmarried, Black, Female, <=50K
50, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
25, ?, Some-college,10, Never-married, Exec-managerial, Husband, White, Female, <=50K
53, ?, Some-college,10, Widowed, Transport-moving, Own-child, Black, Male, <=50K
40, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
61, ?, 7th-8th,10, Divorced, ?, Unmarried, White, Female, <=50K
38, Local-gov, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male, <=50K
44, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
28, Private, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
49, Private, 9th,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
66, ?, 9th,13, Divorced, Adm-clerical, Not-in-family, White, Female, >50K
19, Private, HS-grad,13, Never-married, Sales, Not-in-family, White, Male, <=50K
31, Private, Assoc-voc,13, Married-civ-spouse, Farming-fishing, Husband, White, Male, <=50K
42, Local-gov, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female, <=50K
39, Local-gov, Masters,7, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
49, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female, >50K
26, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
56, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female, <=50K
62, Self-emp-not-inc, HS-grad,13, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
38, Private, Masters,14, Divorced, Other-service, Not-in-family, White, Female, <=50K
49, Local-gov, Bachelors,9, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
28, Private, Some-college,10, Never-married, Exec-managerial, Husband, Black, Male, <=50K
15, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, <=50K
35, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
12, ?, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female, <=50K
26, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female, <=50K
35, Private, Some-college,9, Divorced, ?, Husband, White, Male, <=50K
32, Private, Some-college,9, Never-married, Other-service, Own-child, White, Male, <=50K
10, Private, 5th-6th,13, Married-civ-spouse, Farming-fishing, Husband, White, Male, <=50K
9, Private, Some-college,10, Divorced, Sales, Own-child, White, Male, <=50K
62, Private, 7th-8th,9, Divorced, Transport-moving, Unmarried, Black, Female, <=50K
42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
43, Private, HS-grad,10, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
31, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
55, Local-gov, Masters,14, Married-civ-spouse, ?, Husband, White, Male, >50K
41, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male, <=50K
29, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
36, ?, Masters,14, Married-civ-spouse, ?, Own-child, Black, Female, <=50K
43, Self-emp-not-inc, 7th-8th,13, Never-married, ?, Own-child, Black, Female, <=50K
31, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
38, Local-gov, HS-grad,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Female, <=50K
42, ?, 10th,10, Never-married, Transport-moving, Not-in-family, Black, Male, <=50K
32, Private, HS-grad,10, Never-married, Adm-clerical, Own-child, White, Male, <=50K
61, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
53, Private, Assoc-voc,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
38, Private, Masters,15, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
50, ?, HS-grad,13, Divorced, Adm-clerical, Not-in-family, White, Female, >50K
47, ?, Assoc-voc,10, Divorced, Transport-moving, Unmarried, White, Male, <=50K
46, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, <=50K
51, State-gov, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
59, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
45, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
22, Private, Some-college,10, Divorced, Prof-specialty, Own-child, White, Female, <=50K
25, Self-emp-not-inc, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
74, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Female, >50K
49, Private, HS-grad,12, Never-married, Exec-managerial, Husband, White, Male, >50K
26, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male, <=50K
23, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, >50K
31, Private, Assoc-voc,10, Divorced, Adm-clerical, Not-in-family, White, Male, <=50K
36, Private, Some-college,10, Divorced, Other-service, Husband, White, Female, <=50K
45, Private, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male, >50K
62, Self-emp-not-inc, Assoc-voc,8, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
8, Private, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Male, <=50K
53, ?, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male, <=50K
39, Private, HS-grad,7, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
48, Private, 5th-6th,10, Divorced, Exec-managerial, Husband, White, Male, <=50K
90, Private, 5th-6th,7, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
38, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, <=50K
55, Private, Masters,12, Married-civ-spouse, ?, Husband, White, Male, <=50K
39, Private, 9th,8, Divorced, Exec-managerial, Unmarried, White, Female, <=50K
74, ?, HS-grad,8, Married-civ-spouse, ?, Husband, White, Female, >50K
33, ?, Assoc-acdm,14, Divorced, ?, Unmarried, Black, Female, <=50K
43, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, <=50K
46, ?, Some-college,10, Divorced, ?, Unmarried, White, Female, <=50K
10, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male, <=50K
40, Private, Some-college,10, Divorced, Farming-fishing, Husband, Black, Male, <=50K
24, Private, Bachelors,13, Never-married, Sales, Own-child, White, Female, >50K
50, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Own-child, White, Female, >50K
49, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
39, Private, Bachelors,13, Divorced, Exec-managerial, Husband, Black, Male, <=50K
26, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
70, Local-gov, 9th,7, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
38, Private, Bachelors,7, Divorced, Adm-clerical, Husband, White, Male, <=50K
56, Private, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male, >50K
43, Private, 10th,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
11, Private, HS-grad,9, Never-married, Adm-clerical, Husband, White, Male, <=50K
35, Private, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
31, Local-gov, HS-grad,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, <=50K
55, Local-gov, Prof-school,13, Married-civ-spouse, Exec-managerial, Husband, White, Female, >50K
28, Private, Some-college,10, Never-married, Craft-repair, Husband, White, Female, <=50K
17, Private, Some-college,6, Never-married, Other-service, Own-child, Black, Male, <=50K
73, Self-emp-not-inc, Masters,4, Separated, Exec-managerial, Not-in-family, White, Male, >50K
23, Private, Prof-school,10, Never-married, Prof-specialty, Husband, White, Male, <=50K
33, State-gov, Some-college,12, Never-married, Priv-house-serv, Own-child, White, Female, <=50K
30, Private, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female, <=50K
25, Local-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
24, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
28, Private, Prof-school,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
14, Private, 10th,6, Never-married, Other-service, Not-in-family, White, Female, <=50K
33, Private, Prof-school,14, Never-married, Exec-managerial, Husband, White, Male, <=50K
23, Private, Bachelors,10, Married-civ-spouse, Adm-clerical, Husband, White, Female, >50K
19, Private, Some-college,6, Never-married, Prof-specialty, Unmarried, White, Female, <=50K
38, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male, <=50K
50, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Female, <=50K
67, Self-emp-not-inc, Masters,16, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, >50K
65, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Unmarried, White, Female, >50K
70, Private, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Female, >50K
56, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
56, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
49, Private, Some-college,10, Divorced, Exec-managerial, Husband, White, Male, <=50K
45, Private, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Female, >50K
39, Private, HS-grad,11, Married-civ-spouse, Adm-clerical, Unmarried, White, Female, >50K
58, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
44, Self-emp-not-inc, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Female, <=50K
52, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
31, Local-gov, 10th,13, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
49, Local-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male, <=50K
39, Local-gov, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
49, Local-gov, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
49, Private, Masters,16, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Female, <=50K
49, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
57, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
19, Private, Some-college,10, Never-married, Exec-managerial, Husband, White, Male, <=50K
32, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male, <=50K
13, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
43, Private, HS-grad,12, Never-married, Other-service, Own-child, White, Female, >50K
38, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
20, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, <=50K
38, Private, HS-grad,9, Never-married, Other-service, Husband, White, Male, <=50K
59, ?, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
28, Private, Some-college,12, Separated, Other-service, Unmarried, White, Male, <=50K
58, State-gov, Some-college,11, Married-civ-spouse, Adm-clerical, Wife, White, Female, >50K
35, Local-gov, HS-grad,13, Married-civ-spouse, Craft-repair, Husband, White, Female, <=50K
15, Private, 10th,6, Never-married, Other-service, Own-child, White, Female, <=50K
49, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Female, >50K
48, Local-gov, HS-grad,9, Married-civ-spouse, Priv-house-serv, Husband, Black, Female, <=50K
33, Local-gov, HS-grad,9, Never-married, ?, Not-in-family, White, Female, <=50K
39, Private, HS-grad,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
45, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
13, Private, HS-grad,10, Never-married, Sales, Husband, White, Male, <=50K
35, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
52, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, <=50K
50, State-gov, HS-grad,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
57, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
33, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
39, Private, HS-grad,13, Never-married, Adm-clerical, Unmarried, White, Male, >50K
39, Local-gov, Bachelors,13, Never-married, ?, Not-in-family, White, Male, <=50K
44, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Female, <=50K
6, Private, HS-grad,11, Never-married, Adm-clerical, Own-child, White, Male, <=50K
51, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male, >50K
27, Private, Prof-school,6, Never-married, Craft-repair, Unmarried, White, Female, <=50K
35, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Male, <=50K
51, Private, 11th,11, Never-married, Priv-house-serv, Unmarried, White, Female, <=50K
12, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male, <=50K
10, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female, <=50K
50, Local-gov, Prof-school,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
39, State-gov, Some-college,10, Never-married, Other-service, Own-child, White, Male, <=50K
35, Private, HS-grad,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
65, ?, HS-grad,9, Never-married, ?, Unmarried, Black, Male, <=50K
38, Private, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Female, <=50K
20, Private, 10th,12, Never-married, Priv-house-serv, Not-in-family, White, Female, <=50K
10, Private, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Male, <=50K
48, Private, Some-college,10, Never-married, Priv-house-serv, Unmarried, White, Male, <=50K
44, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
47, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
28, Private, Bachelors,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
27, Private, HS-grad,13, Never-married, Other-service, Husband, White, Male, <=50K
54, Private, Prof-school,9, Married-civ-spouse, Other-service, Husband, White, Male, >50K
43, Local-gov, Bachelors,13, Never-married, Exec-managerial, Husband, White, Male, <=50K
28, Private, HS-grad,11, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
35, Private, Bachelors,16, Married-civ-spouse, Sales, Husband, White, Male, >50K
31, Private, Bachelors,13, Never-married, Craft-repair, Husband, White, Male, >50K
58, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
30, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female, <=50K
31, Private, Prof-school,9, Divorced, Priv-house-serv, Unmarried, White, Female, <=50K
26, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
18, Private, 10th,6, Divorced, ?, Not-in-family, White, Male, <=50K
19, Private, 11th,6, Divorced, Adm-clerical, Husband, White, Male, <=50K
73, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, >50K
28, Local-gov, Some-college,10, Married-civ-spouse, ?, Husband, White, Male, <=50K
