age,workclass,education,edu-num,marital-status,occupation,relationship,race,sex,income
41, Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female, <=50K
31, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
27, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
47, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
44, Private, HS-grad,9, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female, <=50K
61, Private, Some-college,10, Never-married, Priv-house-serv, Not-in-family, White, Female, <=50K
42, Federal-gov, Some-college,10, Divorced, Adm-clerical, Other-relative, White, Female, <=50K
46, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, <=50K
46, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
54, Local-gov, Masters,14, Widowed, Prof-specialty, Unmarried, White, Female, <=50K
49, Private, HS-grad,9, Widowed, Tech-support, Unmarried, White, Male, <=50K
56, Local-gov, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female, <=50K
52, Private, Masters,14, Divorced, Prof-specialty, Own-child, White, Female, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
25, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
18, Private, 11th,7, Never-married, Prof-specialty, Own-child, White, Female, <=50K
58, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
31, State-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male, <=50K
29, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
28, Private, 11th,7, Never-married, Machine-op-inspct, Not-in-family, Black, Male, <=50K
30, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
21, ?, Some-college,10, Never-married, ?, Own-child, White, Male, <=50K
44, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
75, Private, 10th,6, Widowed, Priv-house-serv, Not-in-family, White, Female, <=50K
66, ?, 11th,7, Married-civ-spouse, ?, Husband, White, Male, <=50K
26, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male, <=50K
33, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
57, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male, >50K
47, Self-emp-not-inc, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male, >50K
41, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
21, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female, <=50K
17, Private, 11th,7, Never-married, Craft-repair, Own-child, White, Male, <=50K
61, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male, <=50K
47, ?, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female, >50K
22, Private, Some-college,10, Never-married, Other-service, Own-child, Black, Female, <=50K
47, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, <=50K
45, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
32, Self-emp-not-inc, Assoc-voc,11, Divorced, Sales, Unmarried, White, Male, <=50K
59, Private, 10th,6, Separated, Priv-house-serv, Not-in-family, Black, Female, <=50K
38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
33, Private, HS-grad,9, Separated, Protective-serv, Own-child, White, Female, <=50K
41, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
51, Private, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
42, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, <=50K
27, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female, >50K
60, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
64, Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
37, Private, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, >50K
54, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
36, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female, >50K
34, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
41, Self-emp-not-inc, Masters,14, Divorced, Sales, Unmarried, White, Male, >50K
35, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male, <=50K
63, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male, >50K
46, Private, HS-grad,9, Divorced, Craft-repair, Other-relative, White, Male, <=50K
47, Self-emp-not-inc, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male, <=50K
24, Private, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Male, <=50K
29, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male, <=50K
74, Federal-gov, Some-college,10, Widowed, Transport-moving, Not-in-family, White, Female, <=50K
50, Private, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
22, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
48, Private, 12th,8, Separated, Adm-clerical, Own-child, Black, Female, <=50K
30, Private, 9th,5, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male, <=50K
32, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, <=50K
39, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
49, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
25, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female, <=50K
50, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female, >50K
44, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
65, Private, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male, <=50K
28, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
55, Private, Bachelors,13, Widowed, Adm-clerical, Unmarried, White, Female, <=50K
49, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female, <=50K
31, Private, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female, <=50K
47, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, >50K
45, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
35, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female, <=50K
34, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, <=50K
49, Local-gov, HS-grad,9, Widowed, Protective-serv, Not-in-family, Black, Male, <=50K
39, ?, Some-college,10, Divorced, ?, Not-in-family, White, Female, <=50K
27, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, <=50K
42, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, <=50K
60, ?, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male, >50K
64, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male, <=50K
33, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, >50K
23, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
45, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
34, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female, <=50K
53, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female, <=50K
22, Private, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
57, State-gov, HS-grad,9, Separated, Other-service, Not-in-family, White, Female, <=50K
20, ?, Some-college,10, Never-married, ?, Own-child, White, Female, <=50K
23, Private, 7th-8th,4, Never-married, Craft-repair, Own-child, Black, Male, <=50K
31, Private, 11th,7, Never-married, Transport-moving, Unmarried, White, Male, <=50K
23, State-gov, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male, <=50K
30, Private, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female, <=50K
32, Local-gov, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Female, >50K
42, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Black, Female, >50K
51, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
59, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
36, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female, <=50K
45, Private, HS-grad,9, Never-married, Sales, Not-in-family, Black, Male, <=50K
35, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male, >50K
33, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
43, Private, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female, <=50K
60, Private, HS-grad,9, Married-civ-spouse, Tech-support, Wife, White, Female, >50K
37, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
35, Private, Some-college,10, Never-married, Tech-support, Unmarried, White, Female, <=50K
36, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
38, Federal-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
54, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
51, Private, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, >50K
45, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
63, Federal-gov, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female, <=50K
51, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
58, Self-emp-not-inc, Masters,14, Divorced, Sales, Not-in-family, White, Male, <=50K
64, Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, <=50K
44, Federal-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, >50K
39, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female, <=50K
45, State-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female, <=50K
44, Private, Doctorate,16, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
22, Federal-gov, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
63, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
26, Private, Assoc-voc,11, Separated, Other-service, Not-in-family, Black, Male, <=50K
42, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male, <=50K
20, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, <=50K
29, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male, >50K
38, Local-gov, Bachelors,13, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male, <=50K
25, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male, <=50K
27, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Other-relative, White, Male, <=50K
46, Private, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
31, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male, <=50K
24, Private, Assoc-voc,11, Never-married, Exec-managerial, Own-child, White, Male, <=50K
43, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, >50K
23, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male, <=50K
32, Local-gov, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Female, <=50K
44, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
40, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, <=50K
38, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male, <=50K
23, Private, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, White, Male, <=50K
19, Private, Some-college,10, Never-married, Sales, Own-child, White, Female, <=50K
41, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
48, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
23, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
47, Private, Assoc-acdm,12, Widowed, Other-service, Own-child, White, Female, <=50K
42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
17, Private, 10th,6, Never-married, Sales, Other-relative, White, Female, <=50K
29, Local-gov, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
21, State-gov, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
18, ?, 11th,7, Never-married, ?, Own-child, White, Male, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, >50K
27, Local-gov, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Female, <=50K
29, Private, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
23, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female, <=50K
41, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, >50K
46, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
34, Private, Some-college,10, Married-civ-spouse, Protective-serv, Other-relative, Black, Female, <=50K
42, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
18, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female, <=50K
46, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male, <=50K
18, ?, 11th,7, Never-married, ?, Own-child, White, Male, <=50K
52, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
56, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female, <=50K
21, Private, Assoc-voc,11, Never-married, Machine-op-inspct, Own-child, White, Male, <=50K
22, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male, <=50K
31, Private, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
41, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
25, Private, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female, <=50K
43, Self-emp-not-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male, <=50K
45, Private, HS-grad,9, Separated, Sales, Not-in-family, White, Female, <=50K
26, Private, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male, <=50K
90, Private, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male, <=50K
45, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
30, Private, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female, >50K
42, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, <=50K
53, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
64, State-gov, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female, <=50K
56, Private, 7th-8th,4, Widowed, Transport-moving, Not-in-family, White, Male, <=50K
42, Private, Some-college,10, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male, >50K
26, Private, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female, >50K
31, Local-gov, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female, <=50K
40, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female, <=50K
58, Private, Some-college,10, Widowed, Craft-repair, Not-in-family, White, Male, <=50K
41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
58, Self-emp-inc, HS-grad,9, Never-married, Sales, Not-in-family, White, Male, <=50K
62, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
65, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
40, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
45, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male, >50K
22, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male, <=50K
23, ?, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Male, <=50K
63, Federal-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
37, Private, Some-college,10, Widowed, Craft-repair, Unmarried, White, Male, <=50K
25, ?, Bachelors,13, Married-spouse-absent, ?, Not-in-family, White, Male, <=50K
56, Private, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male, <=50K
32, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Male, <=50K
53, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female, >50K
32, Private, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Male, <=50K
23, Self-emp-not-inc, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
35, Private, 11th,7, Separated, Transport-moving, Not-in-family, White, Male, <=50K
51, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female, <=50K
41, Private, 11th,7, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male, <=50K
22, Private, 10th,6, Never-married, Transport-moving, Own-child, White, Male, <=50K
23, Private, HS-grad,9, Never-married, Tech-support, Own-child, White, Female, <=50K
36, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, >50K
27, ?, Some-college,10, Divorced, ?, Not-in-family, White, Female, <=50K
45, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
23, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male, <=50K
21, Private, 11th,7, Never-married, Other-service, Unmarried, Black, Female, <=50K
44, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
29, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
36, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male, <=50K
18, Private, 9th,5, Never-married, Handlers-cleaners, Own-child, White, Male, <=50K
62, Self-emp-not-inc, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
25, Federal-gov, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male, <=50K
34, Private, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female, <=50K
31, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female, >50K
37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
33, Private, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male, <=50K
22, ?, Some-college,10, Never-married, ?, Own-child, White, Female, <=50K
28, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male, <=50K
22, ?, Some-college,10, Separated, ?, Own-child, White, Male, <=50K
47, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, >50K
67, ?, 11th,7, Married-civ-spouse, ?, Husband, White, Male, <=50K
20, ?, 10th,6, Never-married, ?, Own-child, White, Male, <=50K
34, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
26, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
36, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
28, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male, <=50K
22, Private, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male, <=50K
47, Private, Some-college,10, Separated, Other-service, Not-in-family, Black, Female, <=50K
33, Private, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
34, Self-emp-inc, Masters,14, Separated, Prof-specialty, Not-in-family, White, Female, >50K
25, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male, <=50K
37, Private, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, <=50K
36, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male, <=50K
61, Local-gov, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male, <=50K
74, ?, 9th,5, Married-civ-spouse, ?, Husband, White, Male, <=50K
57, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
55, Private, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
20, Private, HS-grad,9, Divorced, Sales, Not-in-family, Black, Female, <=50K
43, Private, HS-grad,9, Never-married, Sales, Not-in-family, Black, Female, <=50K
54, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, >50K
25, Private, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female, <=50K
42, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male, <=50K
23, ?, Some-college,10, Never-married, ?, Not-in-family, White, Female, <=50K
17, Private, 11th,7, Never-married, Craft-repair, Own-child, White, Male, <=50K
39, ?, HS-grad,9, Never-married, ?, Not-in-family, White, Male, <=50K
63, Private, 7th-8th,4, Married-spouse-absent, Other-service, Unmarried, Amer-Indian-Eskimo, Female, <=50K
19, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female, <=50K
56, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
33, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
37, Private, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male, <=50K
27, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
36, Local-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
30, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
22, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
35, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, <=50K
20, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male, <=50K
18, Private, Some-college,10, Never-married, Sales, Own-child, White, Female, <=50K
25, Private, 12th,8, Never-married, Machine-op-inspct, Not-in-family, White, Male, <=50K
53, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female, >50K
21, ?, Some-college,10, Never-married, ?, Own-child, White, Female, <=50K
19, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, <=50K
34, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male, <=50K
32, State-gov, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female, <=50K
20, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male, <=50K
70, Private, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
57, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
54, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
34, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
48, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
42, Private, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female, <=50K
45, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
27, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, <=50K
51, Private, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
36, Local-gov, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
33, Private, Some-college,10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male, <=50K
50, Private, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male, <=50K
44, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male, >50K
39, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
55, Self-emp-not-inc, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male, <=50K
24, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female, <=50K
35, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male, <=50K
32, Self-emp-not-inc, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
66, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male, >50K
68, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female, <=50K
29, Private, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
24, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male, <=50K
61, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, >50K
55, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
20, ?, Some-college,10, Never-married, ?, Own-child, White, Male, <=50K
41, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, <=50K
36, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male, <=50K
60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
61, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
35, Private, Prof-school,15, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, <=50K
42, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
26, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male, <=50K
44, Local-gov, Some-college,10, Never-married, Other-service, Unmarried, Black, Female, <=50K
31, State-gov, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
39, State-gov, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male, <=50K
20, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Female, <=50K
32, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
32, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, <=50K
61, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, <=50K
54, Local-gov, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female, <=50K
23, Private, Assoc-acdm,12, Never-married, Craft-repair, Other-relative, White, Male, <=50K
19, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male, <=50K
31, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, <=50K
35, Private, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, <=50K
29, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female, <=50K
29, Local-gov, HS-grad,9, Never-married, Protective-serv, Not-in-family, Black, Female, <=50K
25, Private, 10th,6, Separated, Other-service, Own-child, White, Female, <=50K
46, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Female, <=50K
