Age,Height,Weight,Sex,Year,Season,City,Sport,Medal,AOS,AOE
23,180,68,M,2000,Summer,Sydney,Football,Thanks,1,1
40,179,74,M,1996,Summer,Atlanta,Sailing,Thanks,1,1
16,170,58,M,1980,Summer,Moskva,Fencing,Thanks,1,1
22,176,74,M,1980,Summer,Moskva,Football,Thanks,1,1
25,176,64,M,2004,Summer,Athina,Athletics,Thanks,1,1
36,174,74,M,1992,Summer,Barcelona,Shooting,Thanks,1,1
28,172,65,M,2000,Summer,Sydney,Athletics,Thanks,1,2
32,172,65,M,2004,Summer,Athina,Athletics,Thanks,1,2
23,192,86,M,2008,Summer,Beijing,Athletics,Thanks,1,1
27,192,86,M,2012,Summer,London,Athletics,Thanks,1,1
31,192,86,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
23,180,75,M,2000,Summer,Sydney,Athletics,Thanks,1,1
25,178,95,M,1992,Summer,Barcelona,Shooting,Thanks,1,3
29,178,95,M,1996,Summer,Atlanta,Shooting,Thanks,1,3
33,178,95,M,2000,Summer,Sydney,Shooting,Bronze,1,3
37,178,95,M,2004,Summer,Athina,Shooting,Thanks,1,3
45,178,95,M,2012,Summer,London,Shooting,Bronze,1,3
49,178,95,M,2016,Summer,Rio de Janeiro,Shooting,Gold,1,3
21,174,65,M,2012,Summer,London,Judo,Thanks,1,1
26,160,86,M,1980,Summer,Moskva,Handball,Thanks,1,1
21,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
17,178,70,M,1996,Summer,Atlanta,Swimming,Thanks,1,1
18,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
23,165,54,M,1988,Summer,Seoul,Athletics,Thanks,1,3
27,165,54,M,1992,Summer,Barcelona,Athletics,Thanks,1,3
23,168,59,M,1996,Summer,Atlanta,Weightlifting,Thanks,1,1
18,179,73,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
28,189,90,M,2000,Summer,Sydney,Taekwondo,Thanks,1,1
22,178,71,M,1996,Summer,Atlanta,Football,Thanks,1,1
16,160,70,M,1992,Summer,Barcelona,Cycling,Thanks,1,2
27,160,59,M,1988,Summer,Seoul,Athletics,Thanks,1,2
30,160,59,M,1992,Summer,Barcelona,Athletics,Thanks,1,2
26,167,60,M,1972,Summer,Munich,Athletics,Thanks,1,2
18,175,62,M,1984,Summer,Los Angeles,Football,Thanks,1,1
28,178,72,M,1984,Summer,Los Angeles,Fencing,Thanks,1,1
20,174,73,M,1996,Summer,Atlanta,Football,Thanks,1,1
19,198,130,M,2000,Summer,Sydney,Athletics,Thanks,1,1
27,198,130,M,2008,Summer,Beijing,Athletics,Thanks,1,1
24,174,72,M,1972,Summer,Munich,Athletics,Thanks,1,2
30,164,63,M,1984,Summer,Los Angeles,Football,Thanks,1,1
20,180,73,M,1984,Summer,Los Angeles,Football,Thanks,1,1
19,167,69,M,1984,Summer,Los Angeles,Football,Thanks,1,1
26,160,51,M,1988,Summer,Seoul,Athletics,Thanks,1,2
26,190,69,M,1988,Summer,Seoul,Modern Pentathlon,Thanks,2,4
28,190,69,M,1988,Summer,Seoul,Fencing,Thanks,2,4
22,155,70,M,1992,Summer,Barcelona,Cycling,Thanks,1,2
20,176,70,M,1992,Summer,Barcelona,Cycling,Thanks,1,1
21,188,75,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
25,188,75,M,1988,Summer,Seoul,Athletics,Thanks,1,1
24,162,70,M,1996,Summer,Atlanta,Equestrianism,Thanks,1,2
28,162,70,M,2000,Summer,Sydney,Equestrianism,Thanks,1,2
32,162,70,M,2004,Summer,Athina,Equestrianism,Thanks,1,2
36,162,70,M,2008,Summer,Beijing,Equestrianism,Thanks,1,2
40,162,70,M,2012,Summer,London,Equestrianism,Thanks,1,2
22,163,69,M,2016,Summer,Rio de Janeiro,Weightlifting,Thanks,1,1
24,170,64,F,1988,Summer,Seoul,Table Tennis,Thanks,1,1
20,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
27,175,57,M,1996,Summer,Atlanta,Equestrianism,Thanks,1,2
31,175,57,M,2000,Summer,Sydney,Equestrianism,Bronze,1,2
26,160,87,M,1980,Summer,Moskva,Handball,Thanks,1,1
19,178,70,M,1992,Summer,Barcelona,Swimming,Thanks,1,2
19,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
22,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
22,180,94,M,2008,Summer,Beijing,Judo,Thanks,1,1
26,172,65,F,2004,Summer,Athina,Athletics,Thanks,1,1
18,155,65,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
30,174,74,M,2016,Summer,Rio de Janeiro,Shooting,Thanks,1,1
24,178,70,M,1984,Summer,Los Angeles,Athletics,Thanks,1,2
22,175,77,M,2000,Summer,Sydney,Taekwondo,Thanks,1,1
21,168,68,M,1976,Summer,Montreal,Judo,Thanks,1,2
25,168,68,M,1980,Summer,Moskva,Judo,Thanks,1,2
21,175,65,M,2012,Summer,London,Athletics,Thanks,1,1
25,180,60,M,1980,Summer,Moskva,Athletics,Thanks,1,1
16,170,72,F,2012,Summer,London,Swimming,Thanks,1,1
23,168,52,M,2000,Summer,Sydney,Athletics,Thanks,1,1
30,178,70,M,2008,Summer,Beijing,Swimming,Thanks,1,1
23,191,96,M,2012,Summer,London,Athletics,Thanks,1,1
18,175,65,M,2012,Summer,London,Athletics,Thanks,1,1
19,175,71,M,1996,Summer,Atlanta,Football,Thanks,1,1
20,179,55,M,2012,Summer,London,Athletics,Thanks,1,1
21,170,65,F,2004,Summer,Athina,Athletics,Thanks,1,2
25,170,65,F,2008,Summer,Beijing,Athletics,Thanks,1,2
32,170,70,M,2000,Summer,Sydney,Equestrianism,Thanks,1,1
21,170,65,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
31,160,54,M,1984,Summer,Los Angeles,Athletics,Thanks,1,2
33,153,65,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
21,178,72,M,1984,Summer,Los Angeles,Swimming,Thanks,1,1
23,182,95,M,1984,Summer,Los Angeles,Judo,Thanks,1,1
24,176,70,M,1984,Summer,Los Angeles,Cycling,Thanks,1,1
23,167,72,M,1988,Summer,Seoul,Wrestling,Thanks,1,1
20,170,64,M,1996,Summer,Atlanta,Table Tennis,Thanks,1,1
25,190,92,M,2008,Summer,Beijing,Athletics,Thanks,1,1
16,180,60,M,2008,Summer,Beijing,Swimming,Thanks,1,1
19,162,60,F,2012,Summer,London,Athletics,Thanks,1,1
18,165,60,M,1988,Summer,Seoul,Athletics,Thanks,1,2
20,165,57,M,1980,Summer,Moskva,Football,Thanks,1,1
22,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
21,178,70,M,1984,Summer,Los Angeles,Swimming,Thanks,1,2
20,166,69,F,2012,Summer,London,Shooting,Thanks,1,2
17,172,69,M,1984,Summer,Los Angeles,Archery,Thanks,1,1
20,171,57,M,2008,Summer,Beijing,Fencing,Thanks,1,1
18,177,68,M,2004,Summer,Athina,Athletics,Thanks,1,1
17,175,70,M,1988,Summer,Seoul,Fencing,Thanks,1,2
20,175,70,M,1992,Summer,Barcelona,Fencing,Thanks,1,2
29,176,67,M,2012,Summer,London,Athletics,Thanks,1,1
20,180,86,M,1984,Summer,Los Angeles,Judo,Thanks,1,2
24,180,86,M,1988,Summer,Seoul,Judo,Thanks,1,2
20,169,68,M,1996,Summer,Atlanta,Table Tennis,Thanks,1,1
24,169,68,M,2000,Summer,Sydney,Table Tennis,Thanks,1,1
24,173,68,M,2012,Summer,London,Football,Thanks,1,1
24,171,70,M,2004,Summer,Athina,Athletics,Thanks,1,2
28,171,70,M,2008,Summer,Beijing,Athletics,Thanks,1,2
15,170,69,M,1988,Summer,Seoul,Athletics,Thanks,1,1
21,162,54,M,2008,Summer,Beijing,Gymnastics,Thanks,1,4
28,183,82,M,1996,Summer,Atlanta,Handball,Thanks,1,1
21,177,70,M,1996,Summer,Atlanta,Football,Thanks,1,1
29,175,73,M,2004,Summer,Athina,Table Tennis,Thanks,1,1
25,178,72,M,2000,Summer,Sydney,Athletics,Thanks,1,1
16,160,55,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
23,167,67,M,1988,Summer,Seoul,Boxing,Thanks,1,1
22,167,65,M,1988,Summer,Seoul,Fencing,Thanks,1,1
24,173,67,M,2012,Summer,London,Athletics,Thanks,1,1
28,173,67,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
33,166,68,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
33,150,63,M,1988,Summer,Seoul,Shooting,Thanks,1,1
25,170,63,M,1984,Summer,Los Angeles,Hockey,Gold,1,1
23,167,60,M,1996,Summer,Atlanta,Diving,Thanks,1,1
21,179,73,M,2008,Summer,Beijing,Table Tennis,Thanks,1,1
25,179,73,M,2012,Summer,London,Table Tennis,Thanks,1,1
20,182,75,M,1980,Summer,Moskva,Football,Thanks,1,1
19,170,60,M,1984,Summer,Los Angeles,Athletics,Thanks,1,2
25,185,67,M,1992,Summer,Barcelona,Athletics,Thanks,1,2
27,170,70,M,2012,Summer,London,Shooting,Thanks,1,1
16,176,45,F,2000,Summer,Sydney,Athletics,Thanks,1,1
20,170,64,F,1992,Summer,Barcelona,Table Tennis,Thanks,1,1
36,179,74,M,1996,Summer,Atlanta,Sailing,Thanks,1,1
23,172,69,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
28,172,69,M,2000,Summer,Sydney,Athletics,Thanks,1,2
26,140,56,M,1980,Summer,Moskva,Football,Thanks,1,1
19,163,55,M,2000,Summer,Sydney,Football,Thanks,1,1
17,174,73,M,1992,Summer,Barcelona,Judo,Thanks,1,1
24,171,70,M,1984,Summer,Los Angeles,Football,Thanks,1,1
33,163,65,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
19,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
25,175,75,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
24,170,64,M,1992,Summer,Barcelona,Table Tennis,Thanks,1,1
18,178,68,M,2000,Summer,Sydney,Athletics,Thanks,1,1
27,172,72,M,1996,Summer,Atlanta,Wrestling,Thanks,1,1
20,170,64,M,1988,Summer,Seoul,Archery,Thanks,1,1
23,180,85,M,2000,Summer,Sydney,Athletics,Thanks,1,1
20,175,65,M,1996,Summer,Atlanta,Football,Thanks,1,1
19,174,73,M,1992,Summer,Barcelona,Judo,Thanks,1,1
25,178,68,M,1960,Summer,Roma,Athletics,Thanks,1,2
33,165,75,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
23,178,71,M,2004,Summer,Athina,Swimming,Thanks,1,1
26,178,71,M,2008,Summer,Beijing,Swimming,Thanks,1,1
25,171,61,M,1984,Summer,Los Angeles,Athletics,Thanks,1,2
37,178,60,M,2012,Summer,London,Athletics,Thanks,1,1
24,175,62,M,1972,Summer,Munich,Athletics,Thanks,1,2
31,168,85,M,2016,Summer,Rio de Janeiro,Shooting,Thanks,1,1
30,170,64,M,1988,Summer,Seoul,Sailing,Thanks,1,1
18,182,72,M,2004,Summer,Athina,Swimming,Thanks,1,1
25,173,65,M,2000,Summer,Sydney,Athletics,Thanks,1,1
23,183,82,M,1996,Summer,Atlanta,Handball,Thanks,1,1
21,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
23,183,74,M,2012,Summer,London,Football,Thanks,1,1
29,176,64,M,2000,Summer,Sydney,Football,Thanks,1,1
25,160,63,M,1968,Summer,Mexico City,Wrestling,Thanks,1,2
33,171,60,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
20,165,63,M,1960,Summer,Roma,Boxing,Thanks,1,2
24,165,63,M,1964,Summer,Tokyo,Boxing,Thanks,1,2
22,166,64,M,2016,Summer,Rio de Janeiro,Boxing,Thanks,1,1
22,181,75,M,2016,Summer,Rio de Janeiro,Rowing,Thanks,1,1
21,160,45,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
30,170,66,M,1988,Summer,Seoul,Athletics,Thanks,1,3
34,170,66,M,1992,Summer,Barcelona,Athletics,Thanks,1,3
27,195,110,M,1992,Summer,Barcelona,Athletics,Thanks,1,2
31,195,110,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
33,175,65,M,1984,Summer,Los Angeles,Shooting,Thanks,1,2
33,167,65,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
26,170,75,M,1980,Summer,Moskva,Handball,Thanks,1,1
25,189,97,M,1996,Summer,Atlanta,Handball,Thanks,1,1
18,170,68,M,1984,Summer,Los Angeles,Football,Thanks,1,1
31,173,68,M,2016,Summer,Rio de Janeiro,Shooting,Thanks,1,1
28,172,67,M,1992,Summer,Barcelona,Shooting,Thanks,1,2
32,172,67,M,1996,Summer,Atlanta,Shooting,Thanks,1,2
33,132,66,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
19,166,57,M,1976,Summer,Montreal,Fencing,Thanks,1,2
23,166,57,M,1980,Summer,Moskva,Fencing,Thanks,1,2
18,175,68,M,2000,Summer,Sydney,Athletics,Thanks,1,1
25,175,70,M,1996,Summer,Atlanta,Football,Thanks,1,1
20,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
17,190,86,M,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,1
17,180,75,M,1980,Summer,Moskva,Fencing,Thanks,1,2
21,180,75,M,1984,Summer,Los Angeles,Fencing,Thanks,1,2
23,168,58,M,2012,Summer,London,Taekwondo,Thanks,1,1
21,170,70,M,2000,Summer,Sydney,Swimming,Thanks,1,1
24,170,70,M,2004,Summer,Athina,Swimming,Thanks,1,1
14,170,63,M,2000,Summer,Sydney,Swimming,Thanks,1,1
19,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
24,183,76,M,1988,Summer,Seoul,Athletics,Thanks,1,2
28,183,76,M,1992,Summer,Barcelona,Athletics,Thanks,1,2
18,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
20,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
30,175,70,M,2000,Summer,Sydney,Shooting,Thanks,1,1
18,178,70,M,1996,Summer,Atlanta,Swimming,Thanks,1,1
19,167,55,M,1972,Summer,Munich,Athletics,Thanks,1,1
16,180,72,M,2000,Summer,Sydney,Swimming,Thanks,1,1
17,167,60,F,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,1
22,170,85,M,2004,Summer,Athina,Weightlifting,Thanks,1,1
33,179,74,M,1984,Summer,Los Angeles,Sailing,Thanks,1,1
21,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
36,175,67,M,2000,Summer,Sydney,Shooting,Thanks,1,2
40,175,67,M,2004,Summer,Athina,Shooting,Thanks,1,2
44,175,67,M,2008,Summer,Beijing,Shooting,Thanks,1,2
22,160,46,F,2008,Summer,Beijing,Equestrianism,Thanks,1,1
28,176,67,F,2008,Summer,Beijing,Taekwondo,Thanks,1,1
27,166,68,M,2012,Summer,London,Shooting,Thanks,1,1
23,176,88,M,2000,Summer,Sydney,Shooting,Thanks,1,1
27,176,88,M,2004,Summer,Athina,Shooting,Thanks,1,1
31,176,88,M,2008,Summer,Beijing,Shooting,Thanks,1,1
35,176,88,M,2012,Summer,London,Shooting,Thanks,1,1
39,176,88,M,2016,Summer,Rio de Janeiro,Shooting,Thanks,1,1
17,155,43,F,2012,Summer,London,Athletics,Thanks,1,1
21,176,62,M,1984,Summer,Los Angeles,Athletics,Thanks,1,2
25,176,62,M,1988,Summer,Seoul,Athletics,Thanks,1,2
29,176,62,M,1992,Summer,Barcelona,Athletics,Thanks,1,2
17,173,65,M,1976,Summer,Montreal,Athletics,Thanks,1,1
25,178,55,M,1980,Summer,Moskva,Athletics,Thanks,1,1
21,175,71,M,1996,Summer,Atlanta,Football,Thanks,1,1
26,186,86,M,1996,Summer,Atlanta,Handball,Thanks,1,1
24,183,82,M,1996,Summer,Atlanta,Handball,Thanks,1,1
21,180,67,M,2000,Summer,Sydney,Swimming,Thanks,1,1
17,160,50,F,2012,Summer,London,Archery,Thanks,1,1
19,185,85,M,1988,Summer,Seoul,Fencing,Thanks,1,2
22,157,45,F,1976,Summer,Montreal,Fencing,Thanks,1,2
26,164,60,M,2000,Summer,Sydney,Athletics,Thanks,1,1
25,165,68,M,1988,Summer,Seoul,Wrestling,Thanks,1,2
23,171,70,M,1984,Summer,Los Angeles,Football,Thanks,1,1
28,160,58,M,2008,Summer,Beijing,Athletics,Thanks,1,1
22,178,61,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
23,167,60,M,1996,Summer,Atlanta,Diving,Thanks,1,1
21,176,120,M,2004,Summer,Athina,Shooting,Thanks,1,1
25,176,120,M,2008,Summer,Beijing,Shooting,Thanks,1,1
19,170,62,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
27,170,69,M,1988,Summer,Seoul,Rowing,Thanks,1,1
20,175,70,M,1984,Summer,Los Angeles,Football,Thanks,1,1
19,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
18,165,65,M,1980,Summer,Moskva,Athletics,Thanks,1,1
22,164,105,M,2000,Summer,Sydney,Shooting,Thanks,1,1
26,164,105,M,2004,Summer,Athina,Shooting,Thanks,1,1
38,164,105,M,2016,Summer,Rio de Janeiro,Shooting,Thanks,1,1
19,178,70,M,2008,Summer,Beijing,Swimming,Thanks,1,1
21,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
28,183,82,M,1996,Summer,Atlanta,Handball,Thanks,1,1
28,178,72,M,1988,Summer,Seoul,Fencing,Thanks,1,1
23,160,61,M,1984,Summer,Los Angeles,Football,Thanks,1,1
29,171,64,M,2004,Summer,Athina,Athletics,Thanks,1,1
33,171,64,M,2008,Summer,Beijing,Athletics,Thanks,1,1
26,172,77,M,1980,Summer,Moskva,Handball,Thanks,1,1
18,170,52,M,1988,Summer,Seoul,Boxing,Thanks,1,1
21,176,65,M,2000,Summer,Sydney,Football,Thanks,1,1
27,167,80,M,2000,Summer,Sydney,Shooting,Thanks,1,1
31,167,80,M,2004,Summer,Athina,Shooting,Thanks,1,1
27,172,65,M,1996,Summer,Atlanta,Shooting,Thanks,1,1
31,172,65,M,2000,Summer,Sydney,Shooting,Thanks,1,1
35,172,65,M,2004,Summer,Athina,Shooting,Thanks,1,1
39,172,65,M,2008,Summer,Beijing,Shooting,Thanks,1,1
26,169,64,M,2008,Summer,Beijing,Shooting,Thanks,1,1
33,168,65,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
17,185,75,M,1980,Summer,Moskva,Fencing,Thanks,1,3
21,185,75,M,1984,Summer,Los Angeles,Fencing,Thanks,1,3
18,172,63,M,1988,Summer,Seoul,Boxing,Thanks,1,1
22,174,75,M,1984,Summer,Los Angeles,Football,Thanks,1,1
25,175,70,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
18,173,71,M,1984,Summer,Los Angeles,Judo,Thanks,1,2
22,173,71,M,1988,Summer,Seoul,Judo,Thanks,1,2
33,160,60,F,2000,Summer,Sydney,Table Tennis,Thanks,1,1
16,149,45,F,2004,Summer,Athina,Athletics,Thanks,1,1
29,160,60,M,2004,Summer,Athina,Shooting,Thanks,1,1
22,170,72,M,2000,Summer,Sydney,Athletics,Thanks,1,1
19,193,92,M,1992,Summer,Barcelona,Handball,Thanks,1,1
23,193,92,M,1996,Summer,Atlanta,Handball,Thanks,1,1
27,193,92,M,2000,Summer,Sydney,Handball,Thanks,1,1
16,160,54,M,2004,Summer,Athina,Taekwondo,Thanks,1,1
18,158,40,F,2012,Summer,London,Swimming,Thanks,1,1
20,192,77,M,2000,Summer,Sydney,Athletics,Thanks,1,1
24,192,77,M,2004,Summer,Athina,Athletics,Thanks,1,1
18,185,72,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
22,185,72,M,2000,Summer,Sydney,Athletics,Thanks,1,2
19,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
29,152,45,F,2016,Summer,Rio de Janeiro,Fencing,Thanks,1,1
23,163,60,M,2000,Summer,Sydney,Football,Thanks,1,1
20,178,70,M,1996,Summer,Atlanta,Swimming,Thanks,1,1
24,183,82,M,1996,Summer,Atlanta,Handball,Thanks,1,1
18,173,73,M,1988,Summer,Seoul,Swimming,Thanks,1,6
22,173,73,M,1992,Summer,Barcelona,Swimming,Thanks,1,6
26,173,73,M,1996,Summer,Atlanta,Swimming,Thanks,1,6
30,173,73,M,2000,Summer,Sydney,Swimming,Thanks,1,6
18,172,66,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
23,163,60,M,2000,Summer,Sydney,Football,Thanks,1,1
25,175,98,M,1988,Summer,Seoul,Athletics,Thanks,1,1
32,163,60,M,2008,Summer,Beijing,Athletics,Thanks,1,2
36,163,60,M,2012,Summer,London,Athletics,Thanks,1,2
40,163,60,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
21,172,67,M,1980,Summer,Moskva,Football,Thanks,1,1
26,172,70,M,1972,Summer,Munich,Athletics,Thanks,1,1
24,165,58,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
23,174,69,M,1976,Summer,Montreal,Athletics,Thanks,1,1
23,173,63,M,1988,Summer,Seoul,Athletics,Thanks,1,2
31,173,94,M,2012,Summer,London,Weightlifting,Thanks,1,1
26,174,74,M,1996,Summer,Atlanta,Shooting,Thanks,1,1
26,168,78,M,1980,Summer,Moskva,Handball,Thanks,1,1
26,175,74,M,1980,Summer,Moskva,Handball,Thanks,1,1
26,170,87,M,1980,Summer,Moskva,Handball,Thanks,1,1
27,160,70,M,1992,Summer,Barcelona,Cycling,Thanks,1,2
18,176,73,M,2008,Summer,Beijing,Judo,Thanks,1,1
21,174,66,M,1976,Summer,Montreal,Athletics,Thanks,1,1
31,177,94,M,2004,Summer,Athina,Weightlifting,Thanks,1,1
33,153,57,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
38,156,49,F,2012,Summer,London,Athletics,Thanks,1,1
26,175,74,M,1980,Summer,Moskva,Handball,Thanks,1,1
21,175,71,M,1996,Summer,Atlanta,Football,Thanks,1,1
28,178,72,M,1984,Summer,Los Angeles,Fencing,Thanks,1,1
28,178,72,M,1984,Summer,Los Angeles,Fencing,Thanks,1,2
37,175,77,M,2000,Summer,Sydney,Shooting,Thanks,1,2
32,183,83,M,1996,Summer,Atlanta,Shooting,Thanks,1,1
37,183,83,M,2000,Summer,Sydney,Shooting,Thanks,1,1
40,183,83,M,2004,Summer,Athina,Shooting,Thanks,1,1
44,183,83,M,2008,Summer,Beijing,Shooting,Thanks,1,1
48,183,83,M,2012,Summer,London,Shooting,Thanks,1,1
52,183,83,M,2016,Summer,Rio de Janeiro,Shooting,Bronze,1,1
19,176,70,M,2012,Summer,London,Shooting,Thanks,1,1
37,180,95,M,2016,Summer,Rio de Janeiro,Handball,Thanks,1,1
34,177,86,M,2016,Summer,Rio de Janeiro,Equestrianism,Thanks,1,2
16,179,60,M,1988,Summer,Seoul,Swimming,Thanks,1,5
20,179,60,M,1992,Summer,Barcelona,Swimming,Thanks,1,5
18,153,55,M,2012,Summer,London,Wrestling,Thanks,1,1
28,170,60,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
20,175,62,M,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,1
35,174,73,M,2012,Summer,London,Rowing,Thanks,1,1
20,187,85,M,2000,Summer,Sydney,Athletics,Thanks,1,1
28,187,85,M,2008,Summer,Beijing,Athletics,Thanks,1,1
29,179,74,M,1996,Summer,Atlanta,Sailing,Thanks,1,1
39,179,74,M,1996,Summer,Atlanta,Sailing,Thanks,1,1
23,173,71,M,1984,Summer,Los Angeles,Football,Thanks,1,1
20,178,70,M,1992,Summer,Barcelona,Swimming,Thanks,1,4
22,183,80,M,1996,Summer,Atlanta,Football,Thanks,1,1
24,175,70,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
28,175,70,M,2000,Summer,Sydney,Athletics,Thanks,1,2
23,171,59,M,1972,Summer,Munich,Athletics,Thanks,1,1
43,179,74,M,1996,Summer,Atlanta,Sailing,Thanks,1,1
24,176,70,M,1984,Summer,Los Angeles,Cycling,Thanks,1,1
18,170,67,M,2008,Summer,Beijing,Athletics,Thanks,1,1
18,182,55,M,2004,Summer,Athina,Athletics,Thanks,1,1
22,182,55,M,2008,Summer,Beijing,Athletics,Thanks,1,1
23,167,60,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
27,167,60,M,1988,Summer,Seoul,Athletics,Thanks,1,1
23,178,69,M,2008,Summer,Beijing,Equestrianism,Thanks,1,2
27,178,69,M,2012,Summer,London,Equestrianism,Thanks,1,2
23,176,67,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
17,170,70,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
17,180,70,M,1976,Summer,Montreal,Fencing,Thanks,1,3
25,180,70,M,1984,Summer,Los Angeles,Fencing,Thanks,1,3
20,168,70,M,1996,Summer,Atlanta,Weightlifting,Thanks,1,1
21,165,59,M,1976,Summer,Montreal,Athletics,Thanks,1,2
23,170,67,M,1960,Summer,Roma,Football,Thanks,1,1
26,172,65,M,1976,Summer,Montreal,Athletics,Thanks,1,1
20,175,71,M,1996,Summer,Atlanta,Football,Thanks,1,1
24,184,69,M,1996,Summer,Atlanta,Cycling,Thanks,1,1
21,178,66,M,2008,Summer,Beijing,Equestrianism,Thanks,1,2
30,177,59,M,1976,Summer,Montreal,Athletics,Thanks,1,1
26,183,82,M,1996,Summer,Atlanta,Handball,Thanks,1,1
35,182,76,M,2012,Summer,London,Athletics,Thanks,1,1
21,185,65,M,2000,Summer,Sydney,Athletics,Thanks,1,2
25,185,65,M,2004,Summer,Athina,Athletics,Thanks,1,2
19,178,68,M,1980,Summer,Moskva,Football,Thanks,1,1
21,177,71,M,1988,Summer,Seoul,Swimming,Thanks,1,2
33,171,80,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
33,171,80,M,1988,Summer,Seoul,Shooting,Thanks,1,1
19,178,70,M,1996,Summer,Atlanta,Swimming,Thanks,1,1
20,165,70,M,1988,Summer,Seoul,Wrestling,Thanks,1,1
22,180,90,M,1988,Summer,Seoul,Wrestling,Thanks,1,1
24,176,70,M,1984,Summer,Los Angeles,Cycling,Thanks,1,2
28,172,78,M,1988,Summer,Seoul,Judo,Thanks,1,1
23,186,68,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
20,178,60,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
16,178,60,M,1984,Summer,Los Angeles,Athletics,Thanks,1,2
23,174,73,M,1996,Summer,Atlanta,Judo,Thanks,1,1
25,178,72,M,2016,Summer,Rio de Janeiro,Fencing,Thanks,1,1
24,176,70,M,1984,Summer,Los Angeles,Cycling,Thanks,1,1
16,172,71,M,2004,Summer,Athina,Swimming,Thanks,1,1
23,181,77,M,1988,Summer,Seoul,Athletics,Thanks,1,2
27,181,77,M,1992,Summer,Barcelona,Athletics,Thanks,1,2
28,174,68,M,2000,Summer,Sydney,Athletics,Thanks,1,1
28,174,73,M,1992,Summer,Barcelona,Judo,Thanks,1,1
29,162,60,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
26,170,83,M,1980,Summer,Moskva,Handball,Thanks,1,1
19,172,61,M,2012,Summer,London,Athletics,Thanks,1,1
23,172,61,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
19,191,72,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
23,191,72,M,2000,Summer,Sydney,Athletics,Silver,1,2
27,191,72,M,2004,Summer,Athina,Athletics,Thanks,1,2
25,172,73,M,2008,Summer,Beijing,Athletics,Thanks,1,1
21,174,73,M,1992,Summer,Barcelona,Judo,Thanks,1,1
22,168,65,M,1984,Summer,Los Angeles,Football,Thanks,1,1
33,132,58,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
